"Interval start","All packets","Keyframes","Non-Keyframes"
0,137,95,42
0.1,134,52,82
0.2,135,39,96
0.3,135,59,76
0.4,135,81,54
0.5,135,3,132
0.6,135,67,68
0.7,135,84,51
0.8,136,43,93
0.9,135,86,49
1,113,78,35
