No.,Time,Source,Destination,Protocol,Length
11,0.179745000,192.168.45.2,192.168.45.4,IPv4,1514
12,0.192402000,192.168.45.2,192.168.45.4,IPv4,1514
13,0.205054000,192.168.45.2,192.168.45.4,IPv4,1514
14,0.217712000,192.168.45.2,192.168.45.4,IPv4,1514
15,0.230370000,192.168.45.2,192.168.45.4,IPv4,1514
16,0.243023000,192.168.45.2,192.168.45.4,IPv4,1514
17,0.255680000,192.168.45.2,192.168.45.4,IPv4,1514
18,0.268335000,192.168.45.2,192.168.45.4,IPv4,1514
19,0.280990000,192.168.45.2,192.168.45.4,IPv4,1514
20,0.286043000,192.168.45.2,192.168.45.4,UDP,564
21,0.298191000,192.168.45.2,192.168.45.4,IPv4,1514
22,0.310859000,192.168.45.2,192.168.45.4,IPv4,1514
23,0.323504000,192.168.45.2,192.168.45.4,IPv4,1514
24,0.336155000,192.168.45.2,192.168.45.4,IPv4,1514
25,0.348812000,192.168.45.2,192.168.45.4,IPv4,1514
26,0.361464000,192.168.45.2,192.168.45.4,IPv4,1514
27,0.374122000,192.168.45.2,192.168.45.4,IPv4,1514
28,0.386780000,192.168.45.2,192.168.45.4,IPv4,1514
29,0.399439000,192.168.45.2,192.168.45.4,IPv4,1514
30,0.412089000,192.168.45.2,192.168.45.4,IPv4,1514
31,0.414307000,192.168.45.2,192.168.45.4,UDP,210
32,0.426454000,192.168.45.2,192.168.45.4,IPv4,1514
33,0.439111000,192.168.45.2,192.168.45.4,IPv4,1514
34,0.451769000,192.168.45.2,192.168.45.4,IPv4,1514
35,0.464422000,192.168.45.2,192.168.45.4,IPv4,1514
36,0.477079000,192.168.45.2,192.168.45.4,IPv4,1514
37,0.489732000,192.168.45.2,192.168.45.4,IPv4,1514
38,0.502391000,192.168.45.2,192.168.45.4,IPv4,1514
39,0.515043000,192.168.45.2,192.168.45.4,IPv4,1514
40,0.527699000,192.168.45.2,192.168.45.4,IPv4,1514
41,0.540357000,192.168.45.2,192.168.45.4,IPv4,1514
42,0.553009000,192.168.45.2,192.168.45.4,IPv4,1514
43,0.559965000,192.168.45.2,192.168.45.4,UDP,802
57,0.731783000,192.168.45.2,192.168.45.4,IPv4,1514
58,0.744441000,192.168.45.2,192.168.45.4,IPv4,1514
59,0.757098000,192.168.45.2,192.168.45.4,IPv4,1514
60,0.769758000,192.168.45.2,192.168.45.4,IPv4,1514
61,0.782410000,192.168.45.2,192.168.45.4,IPv4,1514
62,0.795065000,192.168.45.2,192.168.45.4,IPv4,1514
63,0.807718000,192.168.45.2,192.168.45.4,IPv4,1514
64,0.820375000,192.168.45.2,192.168.45.4,IPv4,1514
65,0.833031000,192.168.45.2,192.168.45.4,IPv4,1514
66,0.845687000,192.168.45.2,192.168.45.4,IPv4,1514
67,0.858344000,192.168.45.2,192.168.45.4,IPv4,1514
68,0.870985000,192.168.45.2,192.168.45.4,IPv4,1514
69,0.883657000,192.168.45.2,192.168.45.4,IPv4,1514
70,0.886298000,192.168.45.2,192.168.45.4,UDP,263
71,0.898444000,192.168.45.2,192.168.45.4,IPv4,1514
72,0.911096000,192.168.45.2,192.168.45.4,IPv4,1514
73,0.923766000,192.168.45.2,192.168.45.4,IPv4,1514
74,0.936414000,192.168.45.2,192.168.45.4,IPv4,1514
75,0.949064000,192.168.45.2,192.168.45.4,IPv4,1514
76,0.961722000,192.168.45.2,192.168.45.4,IPv4,1514
77,0.974374000,192.168.45.2,192.168.45.4,IPv4,1514
