No.,Time,Source,Destination,Protocol,Length
1,0.000000000,192.168.45.2,192.168.45.4,IPv4,1514
2,0.000789000,192.168.45.2,192.168.45.4,IPv4,1514
3,0.001563000,192.168.45.2,192.168.45.4,IPv4,1514
4,0.003120000,192.168.45.2,192.168.45.4,IPv4,1514
5,0.003912000,192.168.45.2,192.168.45.4,IPv4,1514
6,0.004704000,192.168.45.2,192.168.45.4,IPv4,1514
7,0.006994000,192.168.45.2,192.168.45.4,IPv4,1514
8,0.007782000,192.168.45.2,192.168.45.4,IPv4,1514
9,0.009322000,192.168.45.2,192.168.45.4,IPv4,1514
10,0.009503000,192.168.45.2,192.168.45.4,UDP,318
44,0.056546000,192.168.45.2,192.168.45.4,IPv4,1514
45,0.057338000,192.168.45.2,192.168.45.4,IPv4,1514
46,0.058127000,192.168.45.2,192.168.45.4,IPv4,1514
47,0.060419000,192.168.45.2,192.168.45.4,IPv4,1514
48,0.061962000,192.168.45.2,192.168.45.4,IPv4,1514
49,0.063504000,192.168.45.2,192.168.45.4,IPv4,1514
50,0.065041000,192.168.45.2,192.168.45.4,IPv4,1514
51,0.066585000,192.168.45.2,192.168.45.4,IPv4,1514
52,0.068126000,192.168.45.2,192.168.45.4,IPv4,1514
53,0.069665000,192.168.45.2,192.168.45.4,IPv4,1514
54,0.071207000,192.168.45.2,192.168.45.4,IPv4,1514
55,0.072748000,192.168.45.2,192.168.45.4,IPv4,1514
56,0.073263000,192.168.45.2,192.168.45.4,UDP,972
