"Interval start","All packets","Keyframes","Non-Keyframes"
0,106,33,73
1,123,49,74
2,116,26,90
3,32,13,19
4,99,24,75
5,79,0,79
6,97,38,59
7,81,29,52
8,80,39,41
9,124,51,73
10,227,14,213
11,0,0,0
12,0,0,0
13,92,24,68
14,103,56,47
15,59,25,34
16,128,37,91
17,122,16,106
18,33,26,7
19,104,12,92
20,68,30,38
21,116,39,77
22,42,13,29
23,164,38,126
