No.,Time,Source,Destination,Protocol,Length
41,0.275984000,192.168.45.2,192.168.45.4,IPv4,1514
42,0.276775000,192.168.45.2,192.168.45.4,IPv4,1514
43,0.278319000,192.168.45.2,192.168.45.4,IPv4,1514
44,0.279107000,192.168.45.2,192.168.45.4,IPv4,1514
45,0.280652000,192.168.45.2,192.168.45.4,IPv4,1514
46,0.282187000,192.168.45.2,192.168.45.4,IPv4,1514
47,0.282982000,192.168.45.2,192.168.45.4,IPv4,1514
48,0.283772000,192.168.45.2,192.168.45.4,IPv4,1514
49,0.285312000,192.168.45.2,192.168.45.4,IPv4,1514
50,0.285620000,192.168.45.2,192.168.45.4,UDP,564
57,0.463165000,192.168.45.2,192.168.45.4,IPv4,1514
58,0.464701000,192.168.45.2,192.168.45.4,IPv4,1514
59,0.465492000,192.168.45.2,192.168.45.4,IPv4,1514
60,0.467039000,192.168.45.2,192.168.45.4,IPv4,1514
61,0.468575000,192.168.45.2,192.168.45.4,IPv4,1514
62,0.470866000,192.168.45.2,192.168.45.4,IPv4,1514
63,0.472409000,192.168.45.2,192.168.45.4,IPv4,1514
64,0.473946000,192.168.45.2,192.168.45.4,IPv4,1514
65,0.474741000,192.168.45.2,192.168.45.4,IPv4,1514
66,0.476282000,192.168.45.2,192.168.45.4,IPv4,1514
67,0.477070000,192.168.45.2,192.168.45.4,IPv4,1514
68,0.478250000,192.168.45.2,192.168.45.4,UDP,802
70,0.608676000,192.168.45.2,192.168.45.4,IPv4,1514
71,0.610968000,192.168.45.2,192.168.45.4,IPv4,1514
72,0.612511000,192.168.45.2,192.168.45.4,IPv4,1514
73,0.616299000,192.168.45.2,192.168.45.4,IPv4,1514
74,0.617844000,192.168.45.2,192.168.45.4,IPv4,1514
75,0.618637000,192.168.45.2,192.168.45.4,IPv4,1514
76,0.620173000,192.168.45.2,192.168.45.4,IPv4,1514
77,0.620966000,192.168.45.2,192.168.45.4,IPv4,1514
78,0.622505000,192.168.45.2,192.168.45.4,IPv4,1514
79,0.625545000,192.168.45.2,192.168.45.4,IPv4,1514
80,0.626424000,192.168.45.2,192.168.45.4,UDP,210
107,1.022394000,192.168.45.2,192.168.45.4,IPv4,1514
108,1.023194000,192.168.45.2,192.168.45.4,IPv4,1514
