"Interval start","All packets","Keyframes","Non-Keyframes"
0,75,52,23
0.1,43,43,0
0.2,26,26,0
0.3,26,26,0
0.4,11,11,0
0.5,30,30,0
0.6,23,23,0
0.7,36,36,0
0.8,39,39,0
0.9,36,36,0
1,7,7,0
1.1,0,0,0
1.2,24,24,0
1.3,43,43,0
1.4,39,39,0
1.5,39,39,0
1.6,26,26,0
1.7,15,15,0
1.8,26,26,0
1.9,58,58,0
2,48,48,0
2.1,40,40,0
