"Interval start","All packets","Keyframes","Non-Keyframes"
0,38,28,10
1,41,28,13
2,43,29,14
3,41,28,13
4,39,8,31
5,44,13,31
6,43,13,30
7,41,11,30
8,38,0,38
9,42,32,10
10,39,6,33
11,41,25,16
12,40,13,27
13,45,30,15
14,41,29,12
15,37,22,15
16,41,14,27
17,39,0,39
18,38,0,38
19,40,0,40
20,37,2,35
21,50,26,24
22,44,39,5
23,42,22,20
24,41,30,11
25,44,24,20
26,39,12,27
27,42,16,26
28,40,0,40
29,46,38,8
30,35,1,34
31,41,30,11
32,46,46,0
33,41,30,11
34,40,27,13
35,26,15,11
