"Interval start","All packets","Keyframes","Non-Keyframes"
0,128,91,37
0.1,125,47,78
0.2,126,21,105
0.3,126,66,60
0.4,127,84,43
0.5,127,20,107
0.6,126,24,102
0.7,125,82,43
0.8,128,65,63
0.9,127,38,89
1,128,101,27
1.1,72,48,24
