"Interval start","All packets","Keyframes","Non-Keyframes"
0,114,91,23
0.1,49,49,0
0.2,22,22,0
0.3,63,63,0
0.4,87,87,0
0.5,17,17,0
0.6,24,24,0
0.7,84,84,0
0.8,63,63,0
0.9,38,38,0
1,98,98,0
1.1,51,51,0
