"Interval start","All packets","Keyframes","Non-Keyframes"
0,105,95,10
0.1,52,52,0
0.2,39,39,0
0.3,59,59,0
0.4,81,81,0
0.5,3,3,0
0.6,67,67,0
0.7,84,84,0
0.8,43,43,0
0.9,87,87,0
1,77,77,0
